Disaster Type,Disaster Subtype,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Magnitude,Magnitude Scale,"Total Damage, Adjusted ('000 US$)",Total Damage ('000 US$),Total Affected,No. Affected,Total Deaths
Flood,Riverine flood,39.4,43.8,2007,5.0,27.0,2007,6.0,1.0,38490.0,Km2,0.0,0.0,750.0,750.0,13.0
Flood,Flash flood,30.28,107.78,2007,5.0,24.0,2007,5.0,26.0,43530.0,Km2,118006.0,78000.0,2300050.0,2300000.0,43.0
Flood,Riverine flood,30.24,-98.66,2007,5.0,24.0,2007,5.0,29.0,341.3,Km2,0.0,0.0,100.0,100.0,8.0
Flood,Riverine flood,39.89,-4.22,2007,5.0,23.0,2007,5.0,26.0,2400.0,Km2,605161.0,400000.0,8000.0,8000.0,1.0
Flood,Riverine flood,-0.19,116.92,2007,5.0,15.0,2007,6.0,5.0,34350.0,Km2,0.0,0.0,60000.0,60000.0,4.0
Flood,Riverine flood,7.38,-75.43,2007,5.0,19.0,2007,6.0,12.0,29770.0,Km2,0.0,0.0,3000.0,3000.0,13.0
Flood,Riverine flood,-3.59,39.76,2007,5.0,15.0,2007,6.0,11.0,13870.0,Km2,0.0,0.0,651.0,650.0,2.0
Flood,Flash flood,36.52,70.6,2007,5.0,14.0,2007,5.0,18.0,15490.0,Km2,0.0,0.0,2950.0,2000.0,23.0
Flood,Riverine flood,62.34,130.46,2007,5.0,13.0,2007,6.0,11.0,313200.0,Km2,38960.0,25752.0,14000.0,14000.0,0.0
Flood,Riverine flood,17.21,100.34,2007,5.0,11.0,2007,5.0,21.0,38380.0,Km2,0.0,0.0,1000.0,1000.0,0.0
Flood,Riverine flood,-32.77,-55.8,2007,5.0,4.0,2007,5.0,25.0,104100.0,Km2,68081.0,45000.0,119200.0,110000.0,2.0
Flood,Riverine flood,36.29,68.85,2007,5.0,5.0,2007,5.0,7.0,25850.0,Km2,0.0,0.0,645.0,630.0,10.0
Flood,Riverine flood,16.91,96.13,2007,5.0,3.0,2007,5.0,9.0,15670.0,Km2,0.0,0.0,3000.0,3000.0,5.0
Flood,Flash flood,6.49,80.08,2007,5.0,2.0,2007,5.0,7.0,3340.0,Km2,76.0,50.0,121000.0,121000.0,15.0
Flood,Riverine flood,4.5,-75.21,2007,4.0,26.0,2007,5.0,1.0,1940.0,Km2,0.0,0.0,2035.0,0.0,24.0
Flood,Flash flood,37.01,70.73,2007,4.0,23.0,2007,5.0,4.0,27490.0,Km2,0.0,0.0,0.0,0.0,36.0
Flood,Riverine flood,40.63,73.83,2007,4.0,17.0,2007,4.0,25.0,17040.0,Km2,303.0,200.0,845.0,845.0,0.0
Flood,Riverine flood,39.35,69.46,2007,4.0,16.0,2007,4.0,20.0,58420.0,Km2,0.0,0.0,17184.0,17184.0,1.0
Flood,Riverine flood,52.52,-0.76,2007,6.0,15.0,2007,6.0,27.0,420.0,Km2,677780.0,448000.0,200.0,200.0,1.0
Flood,Riverine flood,26.26,94.02,2007,6.0,18.0,2007,6.0,26.0,74890.0,Km2,0.0,0.0,200000.0,200000.0,15.0
Flood,Riverine flood,22.02,72.25,2007,7.0,1.0,2007,7.0,13.0,61700.0,Km2,0.0,0.0,63000.0,63000.0,225.0
Flood,Riverine flood,21.03,77.52,2007,7.0,1.0,2007,7.0,6.0,106600.0,Km2,0.0,0.0,10000.0,10000.0,62.0
Flood,Riverine flood,20.05,81.86,2007,6.0,30.0,2007,7.0,13.0,74000.0,Km2,0.0,0.0,50000.0,50000.0,29.0
Flood,Riverine flood,34.27,71.87,2007,6.0,28.0,2007,7.0,22.0,130.0,Km2,0.0,0.0,2000.0,2000.0,130.0
Flood,Flash flood,33.75,52.2,2007,6.0,27.0,2007,6.0,29.0,11600.0,Km2,33284.0,22000.0,0.0,0.0,12.0
Flood,Riverine flood,32.84,-97.17,2007,6.0,26.0,2007,7.0,6.0,507800.0,Km2,0.0,0.0,5000.0,5000.0,8.0
Flood,Riverine flood,53.88,-0.91,2007,6.0,25.0,2007,7.0,3.0,27720.0,Km2,6051611.0,4000000.0,30000.0,0.0,6.0
Flood,Riverine flood,35.28,71.14,2007,6.0,24.0,2007,7.0,3.0,62340.0,Km2,0.0,0.0,4000.0,4000.0,113.0
Flood,Flash flood,14.94,78.16,2007,6.0,22.0,2007,7.0,4.0,449300.0,Km2,0.0,0.0,200000.0,200000.0,127.0
Flood,Flash flood,42.23,-74.95,2007,6.0,19.0,2007,6.0,20.0,6500.0,Km2,0.0,0.0,120.0,120.0,4.0
Flood,Riverine flood,33.45,-97.3,2007,6.0,17.0,2007,6.0,22.0,34750.0,Km2,42361.0,28000.0,750.0,750.0,10.0
Flood,Flash flood,34.98,72.23,2007,6.0,16.0,2007,6.0,20.0,12120.0,Km2,0.0,0.0,500.0,500.0,22.0
Flood,Riverine flood,12.91,33.77,2007,7.0,3.0,2007,10.0,8.0,1591000.0,Km2,453871.0,300000.0,565335.0,365000.0,150.0
Storm,Tropical cyclone,31.69,130.9,2007,7.0,13.0,2007,7.0,16.0,250.0,Kph,90774.0,60000.0,40012.0,40000.0,5.0
Flood,Riverine flood,5.45,37.12,2007,6.0,6.0,2007,7.0,11.0,19510.0,Km2,0.0,0.0,5800.0,5800.0,0.0
Flood,Riverine flood,52.07,-2.1,2007,7.0,20.0,2007,7.0,24.0,24650.0,Km2,6051611.0,4000000.0,340000.0,340000.0,7.0
Flood,Riverine flood,18.55,-72.29,2007,7.0,23.0,2007,7.0,24.0,44.0,Km2,0.0,0.0,1500.0,1500.0,4.0
Flood,Riverine flood,8.33,34.5,2007,7.0,29.0,2007,10.0,5.0,79620.0,Km2,0.0,0.0,239586.0,239586.0,17.0
Flood,Riverine flood,11.45,-4.39,2007,7.0,26.0,2007,10.0,10.0,2435.0,Km2,0.0,0.0,121043.0,92970.0,52.0
Flood,Riverine flood,-34.09,19.58,2007,7.0,27.0,2007,8.0,2.0,20100.0,Km2,0.0,0.0,38000.0,38000.0,0.0
Flood,Riverine flood,27.78,84.08,2007,7.0,23.0,2007,10.0,2.0,56920.0,Km2,3631.0,2400.0,640706.0,640658.0,214.0
Flood,Riverine flood,-3.28,120.2,2007,7.0,25.0,2007,8.0,2.0,2400.0,Km2,0.0,0.0,2000.0,2000.0,15.0
Flood,Riverine flood,23.92,91.23,2007,7.0,21.0,2007,8.0,3.0,7000.0,Km2,151290.0,100000.0,13771380.0,13771380.0,1110.0
Flood,Riverine flood,-1.74,121.49,2007,7.0,22.0,2007,8.0,7.0,4600.0,Km2,0.0,0.0,3389.0,3377.0,88.0
Flood,Riverine flood,24.1,100.16,2007,7.0,18.0,2007,8.0,3.0,165100.0,Km2,60516.0,40000.0,386000.0,386000.0,170.0
Flood,Riverine flood,43.09,88.21,2007,7.0,14.0,2007,8.0,3.0,812700.0,Km2,121032.0,80000.0,350000.0,350000.0,29.0
Flood,Flash flood,34.53,66.13,2007,7.0,15.0,2007,7.0,17.0,4110.0,Km2,0.0,0.0,2500.0,0.0,9.0
Flood,Riverine flood,18.52,95.32,2007,7.0,6.0,2007,7.0,11.0,119100.0,Km2,0.0,0.0,101920.0,97628.0,0.0
Flood,Riverine flood,22.63,88.49,2007,7.0,3.0,2007,9.0,22.0,483900.0,Km2,0.0,0.0,18700000.0,18700000.0,1103.0
Flood,Riverine flood,16.55,-11.32,2007,8.0,7.0,2007,9.0,5.0,9500.0,Km2,0.0,0.0,53620.0,53620.0,2.0
Flood,Riverine flood,38.53,126.61,2007,8.0,7.0,2007,8.0,25.0,29480.0,Km2,453871.0,300000.0,1170518.0,1000000.0,610.0
Storm,Tropical cyclone,14.54,-61.02,2007,8.0,21.0,2007,8.0,24.0,265.0,Kph,907742.0,600000.0,140000.0,140000.0,9.0
Storm,Tropical cyclone,14.64,-61.02,2007,8.0,16.0,2007,8.0,24.0,160.0,Kph,453871.0,300000.0,6.0,0.0,1.0
Flood,Riverine flood,31.24,76.53,2007,8.0,12.0,2007,8.0,17.0,191400.0,Km2,0.0,0.0,15000.0,15000.0,76.0
Flood,Riverine flood,36.86,-94.64,2007,8.0,16.0,2007,8.0,27.0,1217000.0,Km2,1059032.0,700000.0,2840.0,2800.0,26.0
Flood,Riverine flood,15.47,-13.97,2007,8.0,31.0,2007,9.0,3.0,162800.0,Km2,0.0,0.0,500.0,500.0,1.0
Flood,Riverine flood,11.54,19.05,2007,8.0,25.0,2007,9.0,9.0,454800.0,Km2,0.0,0.0,170000.0,170000.0,12.0
Flood,Riverine flood,6.51,-10.58,2007,8.0,26.0,2007,8.0,30.0,2330.0,Km2,0.0,0.0,17000.0,17000.0,1.0
Flood,Riverine flood,27.72,104.07,2007,8.0,22.0,2007,8.0,27.0,32590.0,Km2,8321.0,5500.0,213000.0,213000.0,17.0
Flood,Riverine flood,15.08,45.73,2007,8.0,1.0,2007,8.0,27.0,165100.0,Km2,0.0,0.0,0.0,0.0,50.0
Flood,Riverine flood,0.88,34.28,2007,8.0,15.0,2007,10.0,31.0,53520.0,Km2,0.0,0.0,40000.0,40000.0,13.0
Flood,Riverine flood,13.28,105.88,2007,8.0,10.0,2007,8.0,24.0,64580.0,Km2,1513.0,1000.0,19000.0,19000.0,2.0
Flood,Riverine flood,9.64,15.11,2007,8.0,9.0,2007,8.0,15.0,23500.0,Km2,0.0,0.0,3000.0,3000.0,3.0
Flood,Riverine flood,35.95,74.34,2007,8.0,12.0,2007,8.0,14.0,16540.0,Km2,0.0,0.0,0.0,0.0,22.0
Flood,Riverine flood,36.37,118.72,2007,8.0,9.0,2007,8.0,12.0,100100.0,Km2,0.0,0.0,2430000.0,2430000.0,26.0
Flood,Riverine flood,22.68,70.93,2007,8.0,8.0,2007,8.0,15.0,133800.0,Km2,0.0,0.0,0.0,0.0,16.0
Flood,Riverine flood,10.29,11.75,2007,8.0,4.0,2007,10.0,21.0,630100.0,Km2,0.0,0.0,50000.0,50000.0,68.0
Flood,Riverine flood,45.82,27.24,2007,9.0,5.0,2007,9.0,11.0,26860.0,Km2,0.0,0.0,4116.0,4116.0,9.0
Flood,Riverine flood,2.98,45.43,2007,9.0,1.0,2007,10.0,4.0,13310.0,Km2,0.0,0.0,8000.0,8000.0,4.0
Flood,Riverine flood,-1.68,29.42,2007,9.0,12.0,2007,9.0,20.0,1180.0,Km2,0.0,0.0,4000.0,4000.0,20.0
Flood,Riverine flood,16.82,102.48,2007,9.0,5.0,2007,11.0,10.0,139500.0,Km2,0.0,0.0,17000.0,17000.0,10.0
Flood,Flood (General),-1.08,116.72,2007,9.0,2.0,2007,9.0,4.0,5690.0,Km2,0.0,0.0,1000.0,1000.0,4.0
Flood,Riverine flood,32.78,108.87,2007,8.0,31.0,2007,9.0,2.0,4380.0,Km2,39335.0,26000.0,17500.0,0.0,11.0
Flood,Flash flood,34.95,5.79,2007,9.0,21.0,2007,9.0,24.0,78590.0,Km2,44631.0,29500.0,0.0,0.0,18.0
Storm,Tropical cyclone,17.07,106.9,2007,9.0,29.0,2007,10.0,12.0,117.0,Kph,288964.0,191000.0,685430.0,637755.0,96.0
Flood,Flood (General),-30.25,-52.67,2007,9.0,24.0,2007,9.0,30.0,127400.0,Km2,0.0,0.0,4000.0,4000.0,4.0
Flood,Riverine flood,10.27,-84.95,2007,9.0,20.0,2007,9.0,26.0,11460.0,Km2,0.0,0.0,12500.0,12500.0,0.0
Flood,Coastal flood,20.91,86.4,2007,9.0,22.0,2007,10.0,3.0,72010.0,Km2,416048.0,275000.0,7200000.0,7200000.0,80.0
Flood,Riverine flood,14.6,-90.49,2007,9.0,22.0,2007,9.0,24.0,2300.0,Km2,0.0,0.0,656.0,656.0,11.0
Flood,Riverine flood,15.71,79.88,2007,9.0,16.0,2007,10.0,7.0,90280.0,Km2,0.0,0.0,20000.0,20000.0,94.0
Flood,Flash flood,36.95,9.71,2007,10.0,13.0,2007,10.0,16.0,6550.0,Km2,0.0,0.0,5000.0,5000.0,16.0
Flood,Riverine flood,15.87,107.78,2007,10.0,14.0,2007,10.0,24.0,24810.0,Km2,15129.0,10000.0,22000.0,22000.0,15.0
Flood,Riverine flood,17.67,-92.41,2007,10.0,28.0,2007,11.0,16.0,35810.0,Km2,4538708.0,3000000.0,1600000.0,1600000.0,22.0
Flood,Riverine flood,16.32,107.36,2007,10.0,28.0,2007,11.0,9.0,35110.0,Km2,453871.0,300000.0,94042.0,94000.0,83.0
Flood,Riverine flood,12.73,79.7,2007,10.0,27.0,2007,11.0,1.0,76740.0,Km2,0.0,0.0,50000.0,50000.0,29.0
Flood,Riverine flood,13.36,123.38,2007,10.0,27.0,2007,11.0,1.0,4600.0,Km2,0.0,0.0,0.0,0.0,20.0
Flood,Riverine flood,-4.37,15.38,2007,10.0,25.0,2007,10.0,31.0,1950.0,Km2,0.0,0.0,1600.0,1500.0,32.0
Flood,Riverine flood,-22.72,-43.42,2007,10.0,24.0,2007,10.0,27.0,730.0,Km2,0.0,0.0,2272.0,2272.0,6.0
Flood,Riverine flood,7.89,-74.91,2007,10.0,20.0,2007,10.0,26.0,189700.0,Km2,0.0,0.0,1162135.0,1162083.0,35.0
Flood,Riverine flood,9.72,99.0,2007,10.0,22.0,2007,10.0,29.0,13140.0,Km2,2269.0,1500.0,100000.0,100000.0,2.0
Flood,Flood (General),11.01,105.51,2007,10.0,20.0,2007,11.0,2.0,46470.0,Km2,0.0,0.0,280000.0,280000.0,3.0
Flood,Coastal flood,8.796,124.833,2007,11.0,18.0,2007,11.0,21.0,11140.0,Km2,3813.0,2520.0,16463.0,16463.0,11.0
Flood,Riverine flood,41.74,25.62,2007,11.0,16.0,2007,12.0,2.0,52770.0,Km2,0.0,0.0,600.0,600.0,2.0
Flood,Riverine flood,0.35,32.59,2007,11.0,15.0,2007,11.0,18.0,550.0,Km2,0.0,0.0,3000.0,3000.0,4.0
Storm,Tropical cyclone,22.61,90.15,2007,11.0,15.0,2007,11.0,19.0,250.0,Kph,3479676.0,2300000.0,8978541.0,8923259.0,4234.0
Flood,Coastal flood,15.3,108.44,2007,11.0,10.0,2007,11.0,21.0,36820.0,Km2,529516.0,350000.0,150000.0,150000.0,55.0
Flood,Flash flood,11.82,51.02,2007,11.0,3.0,2007,11.0,4.0,310.0,Km2,0.0,0.0,2012.0,0.0,21.0
Flood,Riverine flood,36.75,2.96,2007,11.0,24.0,2007,12.0,2.0,21400.0,Km2,0.0,0.0,1203.0,1200.0,14.0
Storm,Tropical cyclone,17.08,122.01,2007,11.0,25.0,2007,12.0,2.0,170.0,Kph,7565.0,5000.0,443115.0,443109.0,29.0
Storm,Tropical cyclone,8.796,124.83,2007,11.0,18.0,2007,11.0,23.0,129.0,Kph,1513.0,1000.0,35333.0,35322.0,20.0
Storm,Storm (General),47.09,-122.91,2007,12.0,3.0,2007,12.0,7.0,160.0,Kph,1512903.0,1000000.0,1128.0,1100.0,17.0
Storm,Tropical cyclone,-13.67,131.92,2007,3.0,2.0,2007,3.0,16.0,275.0,Kph,151290.0,100000.0,820.0,730.0,2.0
Flood,Flood (General),6.96,3.3,2007,8.0,1.0,2007,8.0,15.0,5270.0,Km2,0.0,0.0,5000.0,5000.0,6.0
Flood,Riverine flood,20.45,86.2,2007,8.0,3.0,2007,8.0,27.0,15360.0,Km2,0.0,0.0,500000.0,500000.0,15.0
Flood,Flood (General),33.4,126.72,2007,9.0,4.0,2007,9.0,7.0,930.0,Km2,0.0,0.0,1000.0,1000.0,3.0
Flood,Riverine flood,27.58,95.26,2007,7.0,12.0,2007,10.0,10.0,103600.0,Km2,0.0,0.0,11100000.0,11100000.0,96.0
Flood,Riverine flood,10.39,76.31,2007,7.0,16.0,2007,7.0,20.0,21120.0,Km2,153032.0,101151.0,35000.0,35000.0,44.0
Flood,Riverine flood,7.72,81.4,2007,12.0,16.0,2008,1.0,1.0,7950.0,Km2,0.0,0.0,250000.0,250000.0,0.0
Flood,Riverine flood,-3.61,38.69,2007,12.0,12.0,2007,12.0,15.0,6200.0,Km2,0.0,0.0,2000.0,2000.0,4.0
Flood,Flood (General),-19.06,34.36,2007,12.0,11.0,2008,1.0,3.0,57570.0,Km2,151290.0,100000.0,113535.0,113535.0,20.0
Flood,Riverine flood,-20.78,31.24,2007,12.0,19.0,2008,1.0,2.0,53810.0,Km2,0.0,0.0,2000.0,2000.0,24.0
Flood,Riverine flood,-15.94,27.77,2007,12.0,30.0,2008,2.0,27.0,2180.0,Km2,0.0,0.0,34766.0,34766.0,10.0
Flood,Riverine flood,-17.66,-65.3,2007,12.0,15.0,2008,2.0,20.0,218600.0,Km2,756451.0,500000.0,485024.0,485000.0,75.0
Flood,Riverine flood,39.63,-119.2,2008,1.0,5.0,2008,1.0,9.0,550.0,Km2,0.0,0.0,1500.0,1500.0,2.0
Flood,Riverine flood,-6.23,106.83,2008,1.0,2.0,2008,1.0,6.0,2180.0,Km2,0.0,0.0,1000.0,1000.0,0.0
Flood,Riverine flood,-28.44,152.87,2008,1.0,3.0,2008,1.0,9.0,41560.0,Km2,131127.0,90000.0,3000.0,3000.0,1.0
Flood,Riverine flood,-24.5,-47.88,2008,1.0,12.0,2008,1.0,16.0,23020.0,Km2,0.0,0.0,49506.0,48071.0,4.0
Flood,Riverine flood,-20.4,144.56,2008,1.0,14.0,2008,2.0,1.0,649500.0,Km2,874181.0,600000.0,3200.0,3200.0,0.0
Flood,Riverine flood,-22.37,-43.13,2008,2.0,2.0,2008,2.0,6.0,290.0,Km2,0.0,0.0,12870.0,12858.0,9.0
Flood,Riverine flood,-6.19,106.85,2008,2.0,1.0,2008,2.0,6.0,380.0,Km2,0.0,0.0,89761.0,88261.0,3.0
Flood,Riverine flood,-1.25,-79.66,2008,1.0,30.0,2008,3.0,3.0,75830.0,Km2,1456968.0,1000000.0,289122.0,275000.0,41.0
Flood,Riverine flood,-7.71,112.91,2008,1.0,30.0,2008,1.0,31.0,810.0,Km2,951.0,653.0,40000.0,40000.0,3.0
Flood,Riverine flood,-22.92,-61.66,2008,1.0,28.0,2008,3.0,30.0,88120.0,Km2,0.0,0.0,85000.0,85000.0,0.0
Flood,Riverine flood,-10.11,-73.01,2008,2.0,4.0,2008,3.0,14.0,456900.0,Km2,0.0,0.0,450012.0,450000.0,40.0
Flood,Flash flood,-7.74,114.0,2008,2.0,8.0,2008,2.0,12.0,400.0,Km2,0.0,0.0,7000.0,7000.0,14.0
Storm,Tropical cyclone,-18.69,46.9,2008,2.0,17.0,2008,3.0,3.0,230.0,Kph,87418.0,60000.0,524153.0,332391.0,93.0
Flood,Riverine flood,11.64,125.22,2008,2.0,12.0,2008,3.0,12.0,21800.0,Km2,44777.0,30733.0,875343.0,875306.0,63.0
Flood,Riverine flood,42.3,68.55,2008,2.0,20.0,2008,3.0,3.0,51580.0,Km2,189406.0,130000.0,13000.0,13000.0,1.0
Flood,Riverine flood,-22.46,149.54,2008,2.0,13.0,2008,2.0,26.0,44350.0,Km2,1602665.0,1100000.0,1000.0,1000.0,2.0
Flood,Riverine flood,-7.13,112.37,2008,3.0,1.0,2008,3.0,14.0,11590.0,Km2,0.0,0.0,12000.0,12000.0,3.0
Flood,Riverine flood,-5.36,-41.68,2008,3.0,30.0,2008,4.0,4.0,1120000.0,Km2,524509.0,360000.0,190000.0,190000.0,36.0
Flood,Riverine flood,-3.38,38.17,2008,3.0,17.0,2008,4.0,5.0,12190.0,Km2,0.0,0.0,700.0,700.0,0.0
Flood,Riverine flood,0.54,101.78,2008,3.0,10.0,2008,4.0,3.0,80090.0,Km2,0.0,0.0,60000.0,60000.0,0.0
Flood,Flood (General),2.83,37.67,2008,3.0,20.0,2008,4.0,2.0,21280.0,Km2,0.0,0.0,10000.0,10000.0,2.0
Flood,Flood (General),10.76,78.72,2008,3.0,20.0,2008,3.0,28.0,144300.0,Km2,2914.0,2000.0,10278.0,10278.0,37.0
Flood,Riverine flood,36.23,-89.15,2008,3.0,17.0,2008,4.0,20.0,565200.0,Km2,2914.0,2000.0,1000.0,1000.0,18.0
Flood,Riverine flood,7.83,80.82,2008,3.0,12.0,2008,3.0,14.0,43220.0,Km2,0.0,0.0,54323.0,54323.0,8.0
Flood,Riverine flood,44.46,-77.47,2008,4.0,10.0,2008,4.0,24.0,22900.0,Km2,0.0,0.0,400.0,400.0,0.0
Flood,Flash flood,4.65,95.77,2008,4.0,23.0,2008,4.0,27.0,4200.0,Km2,0.0,0.0,34514.0,34514.0,0.0
Flood,Flash flood,7.18,80.77,2008,5.0,29.0,2008,6.0,5.0,40670.0,Km2,0.0,0.0,362582.0,362582.0,25.0
Flood,Riverine flood,-35.86,-71.95,2008,5.0,19.0,2008,5.0,27.0,110500.0,Km2,0.0,0.0,40000.0,40000.0,5.0
Flood,Riverine flood,-29.67,31.09,2008,6.0,19.0,2008,6.0,19.0,25970.0,Km2,1842.0,1264.0,4000.0,4000.0,11.0
Flood,Flash flood,25.18,91.54,2008,6.0,11.0,2008,7.0,21.0,350600.0,Km2,179207.0,123000.0,7900000.0,7900000.0,1063.0
Storm,Tropical cyclone,13.16,122.6,2008,6.0,21.0,2008,6.0,23.0,170.0,Kph,414790.0,284694.0,4785460.0,4784634.0,644.0
Flood,Riverine flood,8.25,-64.88,2008,6.0,1.0,2008,6.0,25.0,30310.0,Km2,0.0,0.0,6548.0,6548.0,2.0
Flood,Riverine flood,-1.57,40.12,2008,6.0,13.0,2008,6.0,20.0,41800.0,Km2,0.0,0.0,8658.0,8658.0,16.0
Flood,Flash flood,12.14,107.83,2008,5.0,11.0,2008,5.0,12.0,5300.0,Km2,0.0,0.0,500.0,500.0,4.0
Flood,Riverine flood,30.87,113.03,2008,5.0,2.0,2008,5.0,5.0,43960.0,Km2,27682.0,19000.0,780000.0,780000.0,3.0
Flood,Riverine flood,52.15,-81.96,2008,4.0,26.0,2008,5.0,1.0,3180.0,Km2,0.0,0.0,2000.0,2000.0,0.0
Storm,Tropical cyclone,32.56,114.41,2008,7.0,28.0,2008,8.0,8.0,155.0,Kph,106359.0,73000.0,93006.0,93000.0,1.0
Flood,Riverine flood,35.88,136.38,2008,7.0,28.0,2008,7.0,29.0,52420.0,Km2,0.0,0.0,50003.0,50000.0,5.0
Storm,Tropical cyclone,22.94,120.79,2008,7.0,18.0,2008,7.0,19.0,138.0,Kph,23311.0,16000.0,8.0,0.0,26.0
Flood,Riverine flood,33.92,71.7,2008,8.0,2.0,2008,8.0,4.0,32490.0,Km2,150068.0,103000.0,200012.0,200000.0,36.0
Flood,Riverine flood,9.233,18.35,2008,7.0,20.0,2008,8.0,25.0,61820.0,Km2,0.0,0.0,6450.0,0.0,0.0
Flood,Riverine flood,0.68,122.52,2008,9.0,6.0,2008,9.0,8.0,9851.0,Km2,1574.0,1080.0,118000.0,118000.0,16.0
Storm,Tropical cyclone,35.05,-90.45,2008,9.0,12.0,2008,9.0,16.0,200.0,Kph,43709050.0,30000000.0,200000.0,200000.0,82.0
Flood,Riverine flood,21.02,90.21,2008,8.0,30.0,2008,9.0,8.0,59250.0,Km2,0.0,0.0,615638.0,600000.0,12.0
Flood,Flash flood,7.585,33.31,2008,8.0,20.0,2008,8.0,28.0,69940.0,Km2,0.0,0.0,91764.0,91764.0,5.0
Flood,Riverine flood,16.65,81.38,2008,9.0,5.0,2008,9.0,11.0,75490.0,Km2,0.0,0.0,0.0,0.0,74.0
Flood,Riverine flood,22.62,101.55,2008,8.0,7.0,2008,8.0,11.0,24610.0,Km2,61193.0,42000.0,810000.0,810000.0,20.0
Flood,Riverine flood,39.24,44.69,2008,8.0,7.0,2008,8.0,8.0,7096.0,Km2,0.0,0.0,1280.0,1200.0,3.0
Flood,Flash flood,3.48,32.24,2008,10.0,1.0,2008,10.0,17.0,34760.0,Km2,507025.0,348000.0,59050.0,59000.0,93.0
Flood,Riverine flood,12.0,-86.37,2008,9.0,24.0,2008,10.0,17.0,34760.0,Km2,0.0,0.0,3525.0,3525.0,13.0
Flood,Flash flood,14.9,107.46,2008,10.0,19.0,2008,10.0,20.0,39090.0,Km2,5828.0,4000.0,12004.0,12000.0,29.0
Flood,Flash flood,4.0,41.9,2008,10.0,14.0,2008,10.0,16.0,45130.0,Km2,0.0,0.0,6000.0,6000.0,3.0
Flood,Riverine flood,-1.72,29.89,2008,10.0,1.0,2008,10.0,6.0,11140.0,Km2,0.0,0.0,11346.0,11295.0,0.0
