Disaster Type,Disaster Subtype,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Magnitude,Magnitude Scale,"Total Damage, Adjusted ('000 US$)",Total Damage ('000 US$),Total Affected,No. Affected,Total Deaths
Flood,Riverine flood,22.044,94.55,2008,8.0,30.0,2008,9.0,8.0,80590.0,Km2,29139.0,20000.0,2600000.0,2600000.0,47.0
Flood,Flash flood,33.73,-4.77,2008,10.0,23.0,2008,11.0,3.0,146700.0,Km2,0.0,0.0,20000.0,20000.0,30.0
Flood,Flash flood,15.54,49.78,2008,10.0,23.0,2008,10.0,24.0,133200.0,Km2,582787.0,400000.0,25064.0,25000.0,90.0
Flood,Riverine flood,20.74,106.32,2008,10.0,27.0,2008,11.0,4.0,74590.0,Km2,697888.0,479000.0,600000.0,600000.0,99.0
Flood,Flash flood,1.25,43.5,2008,11.0,3.0,2008,11.0,4.0,111900.0,Km2,0.0,0.0,52000.0,52000.0,0.0
Flood,Riverine flood,0.83,43.06,2008,11.0,16.0,2008,11.0,17.0,25490.0,Km2,0.0,0.0,23831.0,23831.0,11.0
Flood,Riverine flood,0.05,35.12,2008,11.0,10.0,2008,11.0,25.0,37960.0,Km2,0.0,0.0,30770.0,30770.0,17.0
Flood,Riverine flood,19.16,109.82,2008,10.0,10.0,2008,10.0,16.0,29940.0,Km2,0.0,0.0,50000.0,50000.0,3.0
Flood,Riverine flood,9.24,29.66,2008,10.0,3.0,2008,10.0,6.0,81580.0,Km2,0.0,0.0,3000.0,3000.0,17.0
Flood,Riverine flood,36.16,45.11,2008,9.0,10.0,2008,9.0,11.0,3310.0,Km2,0.0,0.0,600.0,0.0,4.0
Flood,Riverine flood,20.61,-76.17,2008,11.0,17.0,2008,11.0,20.0,35290.0,Km2,0.0,0.0,20000.0,20000.0,0.0
Flood,Flash flood,17.95,147.03,2008,11.0,21.0,2008,11.0,24.0,21770.0,Km2,5956.0,4088.0,239763.0,239763.0,10.0
Flood,Flash flood,7.55,100.1,2008,11.0,20.0,2008,12.0,20.0,15650.0,Km2,16755.0,11500.0,700000.0,700000.0,21.0
Flood,Riverine flood,-25.1,-49.34,2008,11.0,22.0,2008,11.0,24.0,103400.0,Km2,1092726.0,750000.0,1500015.0,1500000.0,151.0
Flood,Riverine flood,9.0,-74.23,2008,9.0,15.0,2009,1.0,12.0,195400.0,Km2,0.0,0.0,1200091.0,1200000.0,76.0
Flood,Flash flood,8.57,80.8,2008,11.0,22.0,2008,12.0,4.0,103400.0,Km2,0.0,0.0,360000.0,360000.0,15.0
Flood,Riverine flood,4.94,101.8,2008,12.0,1.0,2008,12.0,4.0,58100.0,Km2,0.0,0.0,2000.0,2000.0,0.0
Flood,Riverine flood,17.2,121.8,2008,12.0,1.0,2008,12.0,4.0,24110.0,Km2,0.0,0.0,50000.0,0.0,29.0
Flood,Riverine flood,41.83,13.16,2008,12.0,11.0,2008,12.0,15.0,5425.0,Km2,405037.0,278000.0,0.0,0.0,3.0
Flood,Riverine flood,9.77,-66.4,2008,11.0,20.0,2008,11.0,23.0,61390.0,Km2,0.0,0.0,1500.0,1500.0,8.0
Flood,Riverine flood,-21.56,147.03,2008,11.0,20.0,2008,11.0,23.0,105500.0,Km2,400666.0,275000.0,1200.0,1200.0,4.0
Flood,Riverine flood,7.01,-58.58,2008,12.0,8.0,2008,12.0,17.0,40000.0,Km2,0.0,0.0,100000.0,100000.0,0.0
Flood,Riverine flood,30.74,72.63,2008,8.0,9.0,2008,8.0,20.0,165900.0,Km2,0.0,0.0,90752.0,90752.0,37.0
Flood,Riverine flood,18.89,107.06,2008,12.0,25.0,2009,1.0,5.0,29580.0,Km2,0.0,0.0,20000.0,20000.0,9.0
Flood,Riverine flood,27.5,89.79,2008,7.0,20.0,2008,8.0,8.0,283800.0,Km2,0.0,0.0,225000.0,225000.0,142.0
Flood,Riverine flood,-22.92,34.03,2008,12.0,28.0,2009,1.0,19.0,126000.0,Km2,0.0,0.0,3500.0,3500.0,25.0
Flood,Flash flood,6.64,101.1,2008,12.0,28.0,2009,1.0,19.0,67570.0,Km2,0.0,0.0,6000.0,6000.0,0.0
Flood,Riverine flood,-3.33,103.14,2008,12.0,26.0,2009,1.0,12.0,126700.0,Km2,0.0,0.0,15000.0,15000.0,24.0
Flood,Riverine flood,42.84,-123.77,2008,12.0,29.0,2009,1.0,16.0,35110.0,Km2,0.0,0.0,30000.0,30000.0,0.0
Flood,Riverine flood,-17.74,178.05,2009,1.0,8.0,2009,1.0,19.0,348.0,Km2,63234.0,43247.0,10556.0,10556.0,12.0
Storm,Extra-tropical storm,42.24,-2.6,2009,1.0,23.0,2009,1.0,26.0,171.0,Kph,4678934.0,3200000.0,0.0,0.0,11.0
Flood,Riverine flood,47.61,24.93,2009,1.0,23.0,2009,1.0,26.0,19410.0,Km2,0.0,0.0,0.0,0.0,11.0
Flood,Riverine flood,19.32,-70.14,2009,1.0,8.0,2009,1.0,16.0,14540.0,Km2,64335.0,44000.0,4565.0,4565.0,2.0
Flood,Riverine flood,-16.59,-44.89,2009,1.0,20.0,2009,1.0,27.0,1186000.0,Km2,0.0,0.0,1048.0,1048.0,16.0
Flood,Riverine flood,29.61,0.71,2009,1.0,20.0,2009,1.0,27.0,132800.0,Km2,0.0,0.0,2548.0,0.0,33.0
Flood,Riverine flood,4.36,-76.51,2009,2.0,15.0,2009,2.0,17.0,72650.0,Km2,0.0,0.0,31250.0,31250.0,23.0
Flood,Riverine flood,-9.84,14.15,2009,2.0,14.0,2009,2.0,16.0,61810.0,Km2,0.0,0.0,415.0,0.0,2.0
Flood,Riverine flood,-8.14,-158.66,2009,1.0,29.0,2009,2.0,6.0,118000.0,Km2,0.0,0.0,7000.0,7000.0,21.0
Flood,Riverine flood,19.28,-70.08,2009,2.0,2.0,2009,2.0,12.0,15150.0,Km2,12287.0,8403.0,10000.0,10000.0,5.0
Flood,Riverine flood,32.65,-6.16,2009,2.0,1.0,2009,2.0,12.0,188200.0,Km2,0.0,0.0,2000.0,2000.0,24.0
Storm,Tropical cyclone,-17.69,46.42,2009,1.0,19.0,2009,1.0,22.0,210.0,Kph,0.0,0.0,62505.0,58493.0,12.0
Flood,Flash flood,-2.63,120.26,2009,1.0,27.0,2009,2.0,2.0,60610.0,Km2,0.0,0.0,12000.0,12000.0,18.0
Flood,Riverine flood,48.25,-97.03,2009,3.0,24.0,2009,4.0,20.0,39740.0,Km2,242720.0,166000.0,5060.0,5000.0,2.0
Flood,Riverine flood,-18.76,-62.62,2009,2.0,12.0,2009,2.0,23.0,167900.0,Km2,0.0,0.0,63000.0,63000.0,0.0
Flood,Riverine flood,6.55,106.36,2009,3.0,26.0,2009,3.0,27.0,19200.0,Km2,0.0,0.0,1600.0,1600.0,64.0
Flood,Riverine flood,-3.27,29.75,2009,4.0,12.0,2009,4.0,15.0,11710.0,Km2,0.0,0.0,8000.0,8000.0,0.0
Flood,Riverine flood,-3.19,-45.43,2009,4.0,22.0,2009,5.0,14.0,524400.0,Km2,804192.0,550000.0,1150900.0,1150900.0,56.0
Flood,Riverine flood,33.07,63.59,2009,3.0,25.0,2009,5.0,24.0,88520.0,Km2,29243.0,20000.0,60016.0,60000.0,39.0
Flood,Riverine flood,38.51,71.29,2009,4.0,21.0,2009,6.0,1.0,62470.0,Km2,1462.0,1000.0,15000.0,15000.0,21.0
Flood,Riverine flood,37.66,-81.28,2009,5.0,3.0,2009,5.0,10.0,16460.0,Km2,0.0,0.0,900.0,0.0,0.0
Flood,Riverine flood,47.16,-67.63,2009,4.0,1.0,2009,4.0,9.0,20490.0,Km2,0.0,0.0,200.0,200.0,0.0
Flood,Riverine flood,30.84,-85.23,2009,4.0,6.0,2009,4.0,9.0,82060.0,Km2,0.0,0.0,1000.0,1000.0,0.0
Flood,Riverine flood,19.56,-72.33,2009,5.0,15.0,2009,5.0,21.0,5754.0,Km2,0.0,0.0,9910.0,0.0,11.0
Storm,Tropical cyclone,22.16,89.09,2009,5.0,25.0,2009,5.0,26.0,90.0,Kph,394785.0,270000.0,3935341.0,3928238.0,190.0
Storm,Severe weather,-29.05,152.73,2009,5.0,19.0,2009,5.0,28.0,130.0,Kph,87730.0,60000.0,15000.0,15000.0,1.0
Flood,Riverine flood,-16.7,23.32,2009,5.0,10.0,2009,7.0,1.0,571700.0,Km2,0.0,0.0,3789.0,3789.0,0.0
Flood,Riverine flood,26.85,110.28,2009,6.0,19.0,2009,6.0,22.0,82900.0,Km2,86268.0,59000.0,106000.0,106000.0,11.0
Flood,Riverine flood,5.73,-0.1,2009,6.0,6.0,2009,7.0,8.0,9340.0,Km2,0.0,0.0,19755.0,19755.0,16.0
Flood,Riverine flood,20.67,104.3,2009,7.0,3.0,2009,7.0,6.0,69860.0,Km2,0.0,0.0,700000.0,700000.0,20.0
Flood,Riverine flood,-33.07,18.92,2009,7.0,12.0,2009,7.0,16.0,32700.0,Km2,0.0,0.0,20000.0,20000.0,11.0
Flood,Riverine flood,41.0,40.04,2009,7.0,10.0,2009,7.0,16.0,26430.0,Km2,0.0,0.0,111.0,100.0,7.0
Flood,Riverine flood,24.99,67.19,2009,7.0,17.0,2009,7.0,19.0,10370.0,Km2,0.0,0.0,70.0,0.0,52.0
Flood,Riverine flood,44.87,17.48,2009,7.0,7.0,2009,7.0,15.0,6061.0,Km2,0.0,0.0,1100.0,1100.0,0.0
Flood,Riverine flood,47.4,15.71,2009,7.0,16.0,2009,7.0,19.0,2765.0,Km2,0.0,0.0,0.0,0.0,0.0
Flood,Riverine flood,25.31,112.71,2009,7.0,1.0,2009,7.0,8.0,542100.0,Km2,1462167.0,1000000.0,39372000.0,39372000.0,90.0
Flood,Riverine flood,25.26,89.09,2009,7.0,3.0,2009,7.0,6.0,49030.0,Km2,0.0,0.0,500000.0,500000.0,6.0
Flood,Flash flood,33.92,72.25,2009,8.0,15.0,2009,8.0,17.0,30560.0,Km2,0.0,0.0,75000.0,75000.0,36.0
Flood,Riverine flood,15.58,-16.81,2009,8.0,24.0,2009,8.0,25.0,8511.0,Km2,0.0,0.0,264000.0,264000.0,6.0
Flood,Flash flood,41.09,38.95,2009,9.0,7.0,2009,9.0,10.0,3167.0,Km2,804192.0,550000.0,35020.0,35000.0,40.0
Flood,Riverine flood,19.5,-99.25,2009,9.0,1.0,2009,9.0,10.0,34560.0,Km2,0.0,0.0,1500.0,1500.0,4.0
Flood,Riverine flood,12.26,5.68,2009,9.0,10.0,2009,9.0,18.0,64200.0,Km2,0.0,0.0,150000.0,150000.0,0.0
Flood,Riverine flood,8.85,-0.99,2009,9.0,17.0,2009,9.0,21.0,73810.0,Km2,0.0,0.0,139790.0,139790.0,24.0
Flood,Riverine flood,26.62,105.15,2009,8.0,28.0,2009,9.0,1.0,81300.0,Km2,0.0,0.0,118000.0,118000.0,12.0
Flood,Riverine flood,27.01,15.98,2009,8.0,16.0,2009,8.0,26.0,59850.0,Km2,0.0,0.0,111455.0,111455.0,20.0
Storm,Tropical cyclone,17.57,121.42,2009,9.0,29.0,2009,10.0,10.0,145.0,Kph,855922.0,585379.0,4478491.0,4478284.0,512.0
Flood,Riverine flood,15.71,78.23,2009,9.0,25.0,2009,10.0,12.0,309700.0,Km2,3143659.0,2150000.0,4100000.0,4100000.0,355.0
Flood,Riverine flood,29.81,80.76,2009,10.0,4.0,2009,10.0,12.0,129700.0,Km2,87730.0,60000.0,257786.0,257724.0,87.0
Flood,Riverine flood,-25.1,-56.27,2009,9.0,22.0,2009,10.0,23.0,163300.0,Km2,1199.0,820.0,12035.0,12035.0,0.0
Flood,Riverine flood,11.47,77.85,2009,11.0,3.0,2009,11.0,8.0,35730.0,Km2,93579.0,64000.0,8.0,0.0,70.0
Flood,Riverine flood,-6.77,35.89,2009,11.0,10.0,2009,11.0,13.0,194800.0,Km2,0.0,0.0,0.0,0.0,20.0
Flood,Riverine flood,-32.99,-59.05,2009,11.0,14.0,2009,11.0,22.0,415000.0,Km2,0.0,0.0,30618.0,30618.0,7.0
Flood,Riverine flood,5.74,100.96,2009,11.0,23.0,2009,11.0,26.0,14490.0,Km2,0.0,0.0,1793.0,1793.0,0.0
Flood,Riverine flood,-22.54,-43.12,2009,11.0,12.0,2009,11.0,13.0,47900.0,Km2,0.0,0.0,200.0,0.0,3.0
Flood,Riverine flood,18.48,-91.05,2009,11.0,7.0,2009,11.0,8.0,35580.0,Km2,0.0,0.0,200000.0,200000.0,15.0
Flood,Riverine flood,18.48,-91.05,2009,11.0,1.0,2009,11.0,12.0,44320.0,Km2,0.0,0.0,107670.0,107670.0,0.0
Flood,Riverine flood,40.23,21.24,2009,11.0,24.0,2009,11.0,26.0,114600.0,Km2,1315950.0,900000.0,10000.0,0.0,161.0
Flood,Riverine flood,-31.26,-56.48,2009,11.0,21.0,2009,11.0,30.0,43490.0,Km2,0.0,0.0,4000.0,4000.0,1.0
Flood,Flash flood,8.02,81.27,2009,12.0,14.0,2009,12.0,16.0,15650.0,Km2,0.0,0.0,300000.0,300000.0,3.0
Flood,Riverine flood,-31.17,151.75,2009,12.0,25.0,2009,12.0,28.0,149300.0,Km2,0.0,0.0,200.0,200.0,0.0
Flood,Flash flood,31.81,-6.78,2009,12.0,25.0,2009,12.0,26.0,157500.0,Km2,0.0,0.0,7520.0,7500.0,5.0
Flood,Riverine flood,-6.8,36.02,2009,12.0,25.0,2010,1.0,10.0,167300.0,Km2,0.0,0.0,50000.0,50000.0,18.0
Flood,Riverine flood,4.99,102.36,2009,11.0,20.0,2009,11.0,27.0,9062.0,Km2,0.0,0.0,9082.0,9082.0,0.0
Flood,Riverine flood,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,47600.0,Km2,0.0,0.0,40000.0,40000.0,17.0
Flood,Riverine flood,17.83,104.79,2009,8.0,10.0,2009,8.0,11.0,24950.0,Km2,0.0,0.0,0.0,0.0,10.0
Flood,Riverine flood,30.86,101.18,2009,7.0,26.0,2009,8.0,4.0,201100.0,Km2,48252.0,33000.0,38.0,0.0,20.0
Flood,Riverine flood,16.45,-96.97,2009,7.0,14.0,2009,7.0,16.0,51610.0,Km2,0.0,0.0,0.0,0.0,11.0
Flood,Riverine flood,28.08,31.09,2010,1.0,18.0,2010,1.0,19.0,226100.0,Km2,0.0,0.0,3500.0,3500.0,12.0
Flood,Riverine flood,-17.83,-63.6,2010,1.0,1.0,2010,1.0,13.0,102200.0,Km2,0.0,0.0,227860.0,227860.0,26.0
Flood,Riverine flood,9.11,-82.64,2010,1.0,11.0,2010,1.0,13.0,23340.0,Km2,0.0,0.0,1000.0,1000.0,0.0
Flood,Riverine flood,19.94,-99.0,2010,1.0,26.0,2010,2.0,13.0,122621.0,Km2,23017.0,16000.0,20000.0,20000.0,41.0
Flood,Riverine flood,-4.68,-78.29,2010,2.0,10.0,2010,2.0,17.0,305800.0,Km2,0.0,0.0,80000.0,80000.0,20.0
Flood,Riverine flood,-32.42,149.59,2010,2.0,13.0,2010,2.0,16.0,311900.0,Km2,0.0,0.0,0.0,0.0,0.0
Flood,Flash flood,19.63,-70.56,2010,2.0,14.0,2010,2.0,15.0,2791.0,Km2,0.0,0.0,25700.0,25700.0,1.0
Flood,Riverine flood,32.76,-16.97,2010,2.0,20.0,2010,2.0,21.0,483.0,Km2,1942075.0,1350000.0,618.0,600.0,43.0
Flood,Riverine flood,18.42,73.77,2010,2.0,18.0,2010,3.0,2.0,3836.0,Km2,0.0,0.0,22085.0,22085.0,27.0
Flood,Riverine flood,0.01,34.5,2010,3.0,1.0,2010,5.0,14.0,40320.0,Km2,0.0,0.0,141164.0,141164.0,94.0
Flood,Riverine flood,-19.96,34.25,2010,2.0,22.0,2010,3.0,11.0,26370.0,Km2,0.0,0.0,17000.0,17000.0,5.0
Flood,Riverine flood,-26.21,147.95,2010,2.0,28.0,2010,3.0,17.0,431681.0,Km2,156805.0,109000.0,0.0,0.0,0.0
Flood,Riverine flood,-16.11,17.25,2010,3.0,1.0,2010,3.0,17.0,274100.0,Km2,0.0,0.0,110886.0,110875.0,7.0
Flood,Riverine flood,-18.69,23.23,2010,3.0,24.0,2010,3.0,24.0,64630.0,Km2,0.0,0.0,110000.0,110000.0,8.0
Flood,Riverine flood,39.48,-74.87,2010,3.0,27.0,2010,3.0,31.0,240301.0,Km2,0.0,0.0,0.0,0.0,0.0
Flood,Riverine flood,4.113,-72.96,2010,4.0,6.0,2011,3.0,7.0,1140146.0,Km2,1438574.0,1000000.0,2791999.0,2791536.0,418.0
Flood,Riverine flood,34.38,62.25,2010,5.0,5.0,2010,5.0,8.0,65810.0,Km2,0.0,0.0,40000.0,40000.0,70.0
Flood,Riverine flood,14.03,44.31,2010,5.0,5.0,2010,5.0,5.0,38890.0,Km2,0.0,0.0,1002.0,0.0,7.0
Storm,Severe weather,36.07,-87.28,2010,4.0,30.0,2010,5.0,3.0,320.0,Kph,3380648.0,2350000.0,8000.0,8000.0,30.0
Flood,Riverine flood,6.83,80.59,2010,5.0,14.0,2010,5.0,20.0,19210.0,Km2,151050.0,105000.0,606072.0,606072.0,28.0
Flood,Riverine flood,6.78,125.3,2010,5.0,28.0,2010,6.0,1.0,22340.0,Km2,0.0,0.0,40000.0,40000.0,27.0
Flood,Riverine flood,48.59,24.79,2010,6.0,27.0,2010,7.0,2.0,34500.0,Km2,2733.0,1900.0,40059.0,40000.0,6.0
Flood,Riverine flood,30.18,74.77,2010,7.0,5.0,2010,7.0,15.0,147437.0,Km2,643042.0,447000.0,400000.0,0.0,53.0
Flood,Riverine flood,46.82,27.97,2010,7.0,5.0,2010,7.0,7.0,12210.0,Km2,0.0,0.0,12000.0,12000.0,1.0
Flood,Riverine flood,19.25,-70.39,2010,7.0,15.0,2010,7.0,15.0,15730.0,Km2,0.0,0.0,9500.0,9500.0,6.0
Flood,Riverine flood,36.03,72.08,2010,6.0,22.0,2010,6.0,24.0,9326.0,Km2,0.0,0.0,0.0,0.0,46.0
Flood,Riverine flood,15.22,79.48,2010,5.0,18.0,2010,5.0,24.0,63170.0,Km2,0.0,0.0,50000.0,50000.0,27.0
Flood,Riverine flood,1.5,36.0,2010,5.0,8.0,2010,5.0,24.0,196100.0,Km2,0.0,0.0,70000.0,70000.0,100.0
Flood,Flash flood,30.51,66.95,2010,7.0,21.0,2010,7.0,23.0,14180.0,Km2,0.0,0.0,4000.0,4000.0,60.0
Flood,Riverine flood,21.51,41.92,2010,7.0,23.0,2010,7.0,25.0,346200.0,Km2,0.0,0.0,0.0,0.0,14.0
Flood,Riverine flood,11.385,14.63,2010,8.0,15.0,2010,9.0,17.0,38021.0,Km2,0.0,0.0,144579.0,144579.0,24.0
Flood,Riverine flood,-2.14,114.97,2010,7.0,23.0,2010,7.0,25.0,106460.0,Km2,0.0,0.0,15007.0,15000.0,21.0
Storm,Tropical cyclone,17.1,121.47,2010,7.0,12.0,2010,7.0,15.0,120.0,Kph,12480.0,8675.0,585474.0,585383.0,146.0
Flood,Riverine flood,18.7,36.7,2010,7.0,10.0,2010,7.0,15.0,100400.0,Km2,0.0,0.0,10000.0,0.0,33.0
Flood,Riverine flood,16.73,47.92,2010,7.0,10.0,2010,7.0,15.0,176300.0,Km2,0.0,0.0,0.0,0.0,15.0
Flood,Riverine flood,28.35,84.78,2010,7.0,25.0,2010,7.0,25.0,132600.0,Km2,0.0,0.0,0.0,0.0,12.0
Flood,Riverine flood,20.61,41.17,2010,7.0,10.0,2010,7.0,12.0,56000.0,Km2,0.0,0.0,85.0,85.0,10.0
Flood,Riverine flood,35.21,68.85,2010,7.0,27.0,2010,8.0,3.0,176799.0,Km2,0.0,0.0,5000.0,5000.0,65.0
Flood,Riverine flood,39.59,125.71,2010,7.0,27.0,2010,8.0,8.0,51190.0,Km2,0.0,0.0,17000.0,17000.0,0.0
Flood,Flash flood,33.53,76.12,2010,8.0,6.0,2010,8.0,8.0,145000.0,Km2,0.0,0.0,12725.0,12500.0,196.0
Flood,Riverine flood,13.6,14.0,2010,8.0,1.0,2010,8.0,11.0,619100.0,Km2,0.0,0.0,226611.0,226611.0,3.0
Flood,Riverine flood,40.365,124.97,2010,8.0,21.0,2010,8.0,21.0,305538.0,Km2,0.0,0.0,38785.0,38785.0,0.0
Flood,Riverine flood,26.235,92.25,2010,9.0,5.0,2010,9.0,17.0,12555.0,Km2,0.0,0.0,30000.0,30000.0,0.0
Flood,Riverine flood,-38.07,143.32,2010,9.0,1.0,2010,9.0,15.0,7093.0,Km2,0.0,0.0,10000.0,10000.0,0.0
Storm,Tropical cyclone,22.429,120.7,2010,9.0,18.0,2010,9.0,20.0,220.0,Kph,90774.0,63100.0,100.0,0.0,2.0
Flood,Riverine flood,26.73,82.84,2010,9.0,18.0,2010,9.0,30.0,38537.0,Km2,2416804.0,1680000.0,3267183.0,3267183.0,200.0
Flood,Riverine flood,25.965,76.05,2010,9.0,9.0,2010,9.0,9.0,10843.0,Km2,0.0,0.0,12500.0,12500.0,0.0
Storm,Tropical cyclone,18.19,-77.29,2010,9.0,29.0,2010,9.0,30.0,65.0,Kph,215786.0,150000.0,2506.0,2480.0,15.0
Flood,Riverine flood,12.78,4.5,2010,9.0,13.0,2010,9.0,30.0,8694.0,Km2,43157.0,30000.0,1500200.0,1500000.0,40.0
Flood,Riverine flood,16.245,-7.65,2010,9.0,19.0,2010,9.0,21.0,11046.0,Km2,0.0,0.0,8750.0,8750.0,0.0
Flood,Riverine flood,15.03,102.2,2010,10.0,10.0,2010,12.0,10.0,3873.0,Km2,477606.0,332000.0,8970653.0,8970653.0,258.0
Storm,Tropical cyclone,20.48,-75.88,2010,11.0,4.0,2010,11.0,5.0,130.0,Kph,0.0,0.0,5020.0,5020.0,21.0
Flood,Riverine flood,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,33659.0,Km2,154934.0,107700.0,39008.0,39000.0,31.0
Flood,Flash flood,-8.672,121.6,2010,11.0,2.0,2010,11.0,5.0,23685.0,Km2,0.0,0.0,200.0,200.0,16.0
Flood,Riverine flood,45.13,11.14,2010,11.0,8.0,2010,11.0,11.0,18725.0,Km2,0.0,0.0,300.0,300.0,0.0
Flood,Flash flood,7.275,80.3,2010,11.0,10.0,2010,12.0,11.0,11880.0,Km2,0.0,0.0,164193.0,164183.0,7.0
Flood,Riverine flood,17.71,121.8,2010,11.0,1.0,2010,11.0,10.0,15301.0,Km2,0.0,0.0,450673.0,450673.0,16.0
Flood,Riverine flood,15.1821,108.8,2010,11.0,12.0,2010,11.0,17.0,45583.59,Km2,368275.0,256000.0,10000.0,10000.0,50.0
Flood,Flash flood,50.78,-3.57,2010,11.0,16.0,2010,11.0,17.0,8727.0,Km2,0.0,0.0,400.0,400.0,0.0
Flood,Flash flood,9.77,-66.93,2010,11.0,25.0,2010,12.0,6.0,180760.0,Km2,41719.0,29000.0,75003.0,75000.0,32.0
Flood,Riverine flood,9.77,-66.93,2010,11.0,25.0,2010,12.0,6.0,180760.0,Km2,244558.0,170000.0,94800.0,94800.0,41.0
Flood,Riverine flood,-29.83,147.38,2010,11.0,27.0,2010,12.0,6.0,832001.0,Km2,0.0,0.0,1000.0,1000.0,0.0
Flood,Riverine flood,9.88,78.47,2010,11.0,15.0,2010,12.0,7.0,57474.0,Km2,31649.0,22000.0,0.0,0.0,203.0
Flood,Riverine flood,38.8497,-120.73,2010,12.0,19.0,2010,12.0,19.0,355567.0,Km2,0.0,0.0,1000.0,1000.0,0.0
Flood,Riverine flood,-24.77,147.63,2010,12.0,25.0,2011,2.0,4.0,911256.0,Km2,10501588.0,7300000.0,175000.0,175000.0,35.0
Flood,Flash flood,8.132,125.57,2010,12.0,24.0,2011,1.0,25.0,10773.0,Km2,68204.0,47411.0,1972446.0,1972433.0,110.0
Flood,Riverine flood,8.88,-78.59,2010,12.0,8.0,2010,12.0,17.0,23750.0,Km2,0.0,0.0,24610.0,24407.0,13.0
Flood,Riverine flood,24.21,91.03,2010,10.0,1.0,2010,10.0,12.0,29265.0,Km2,0.0,0.0,500000.0,500000.0,15.0
Flood,Riverine flood,-4.05208,104.67,2011,1.0,28.0,2011,1.0,31.0,62167.0,Km2,0.0,0.0,20000.0,20000.0,2.0
Flood,Riverine flood,9.40044,125.78,2011,1.0,25.0,2011,2.0,7.0,3623.0,Km2,17308.0,12411.0,638418.0,638254.0,23.0
Flood,Riverine flood,21.3521,39.94,2011,1.0,25.0,2011,1.0,31.0,30361.0,Km2,418365.0,300000.0,0.0,0.0,11.0
